scenario,region,year,sector,value
Static,Middle East,2090,Effective labor,2.3377448565255934
Static,Middle East,2095,Effective labor,2.348700045619701
Static,Middle East,2100,Effective labor,2.352585318901961
Static,North America,2015,Effective labor,1
Static,North America,2020,Effective labor,1.0682003617461517
Static,North America,2025,Effective labor,1.1443821230397455
Static,North America,2030,Effective labor,1.2136033964555388
Static,North America,2035,Effective labor,1.2757324802898762
Static,North America,2040,Effective labor,1.343256442196147
Static,North America,2045,Effective labor,1.4232349781154918
Static,North America,2050,Effective labor,1.5008711857472625
Static,North America,2055,Effective labor,1.5611603115536954
Static,North America,2060,Effective labor,1.6115711158010608
Static,North America,2065,Effective labor,1.6574154836472637
Static,North America,2070,Effective labor,1.6910292510596812
Static,North America,2075,Effective labor,1.7169726925297215
Static,North America,2080,Effective labor,1.7371938569801313
Static,North America,2085,Effective labor,1.7532466750963274
Static,North America,2090,Effective labor,1.7652633582377926
Static,North America,2095,Effective labor,1.7728038418122654
Static,North America,2100,Effective labor,1.7736786024004707
Static,Pacific OECD,2015,Effective labor,1
Static,Pacific OECD,2020,Effective labor,1.0401115202811655
Static,Pacific OECD,2025,Effective labor,1.0658020061660145
Static,Pacific OECD,2030,Effective labor,1.0876345667812735
Static,Pacific OECD,2035,Effective labor,1.101983777116146
Static,Pacific OECD,2040,Effective labor,1.1119488556264816
Static,Pacific OECD,2045,Effective labor,1.1191985960960014
Static,Pacific OECD,2050,Effective labor,1.1229648018211758
Static,Pacific OECD,2055,Effective labor,1.1260428877311015
Static,Pacific OECD,2060,Effective labor,1.12550834525977
Static,Pacific OECD,2065,Effective labor,1.1213901068056797
Static,Pacific OECD,2070,Effective labor,1.1134594341715085
Static,Pacific OECD,2075,Effective labor,1.1025319898544825
Static,Pacific OECD,2080,Effective labor,1.0893723811997789
Static,Pacific OECD,2085,Effective labor,1.0733678294478326
Static,Pacific OECD,2090,Effective labor,1.0554865151612756
Static,Pacific OECD,2095,Effective labor,1.0363176715974514
Static,Pacific OECD,2100,Effective labor,1.0149527819686546
Static,Reforming,2015,Effective labor,1
Static,Reforming,2020,Effective labor,1.0685422279560182
Static,Reforming,2025,Effective labor,1.1670884676775297
Static,Reforming,2030,Effective labor,1.245827028166379
Static,Reforming,2035,Effective labor,1.3201466875840324
Static,Reforming,2040,Effective labor,1.3989780241402665
Static,Reforming,2045,Effective labor,1.47728819764724
Static,Reforming,2050,Effective labor,1.5488523702387365
Static,Reforming,2055,Effective labor,1.5987029646591264
Static,Reforming,2060,Effective labor,1.6381185551029704
Static,Reforming,2065,Effective labor,1.6719903230463662
Static,Reforming,2070,Effective labor,1.6961123476588214
Static,Reforming,2075,Effective labor,1.7131343883022287
Static,Reforming,2080,Effective labor,1.7233702348275897
Static,Reforming,2085,Effective labor,1.7274022967339926
Static,Reforming,2090,Effective labor,1.726973228602393
Static,Reforming,2095,Effective labor,1.722873311940143
Static,Reforming,2100,Effective labor,1.7145927025425762
Static,Rest of Asia,2015,Effective labor,1
Static,Rest of Asia,2020,Effective labor,1.0809329495829099
Static,Rest of Asia,2025,Effective labor,1.1651852190504828
Static,Rest of Asia,2030,Effective labor,1.2436725544660536
Static,Rest of Asia,2035,Effective labor,1.3187356827867993
Static,Rest of Asia,2040,Effective labor,1.391769682892518
Static,Rest of Asia,2045,Effective labor,1.4626598403001796
Static,Rest of Asia,2050,Effective labor,1.528737424374909
Static,Rest of Asia,2055,Effective labor,1.5725238755617286
Static,Rest of Asia,2060,Effective labor,1.60730436885781
Static,Rest of Asia,2065,Effective labor,1.6353832901404048
Static,Rest of Asia,2070,Effective labor,1.6549918299274877
Static,Rest of Asia,2075,Effective labor,1.667807863577265
Static,Rest of Asia,2080,Effective labor,1.674626781918921
Static,Rest of Asia,2085,Effective labor,1.6762164062154328
Static,Rest of Asia,2090,Effective labor,1.6739196735176296
Static,Rest of Asia,2095,Effective labor,1.6683779368712393
Static,Rest of Asia,2100,Effective labor,1.6596429314136951
Low productivity,World,2015,Effective labor,1
Low productivity,World,2020,Effective labor,1.1178644476428663
Low productivity,World,2025,Effective labor,1.2506236734644174
Low productivity,World,2030,Effective labor,1.3779156256816225
Low productivity,World,2035,Effective labor,1.4964518456602336
Low productivity,World,2040,Effective labor,1.6134916807196127
Low productivity,World,2045,Effective labor,1.7283072731231477
Low productivity,World,2050,Effective labor,1.838020340736676
Low productivity,World,2055,Effective labor,1.9360409057565116
Low productivity,World,2060,Effective labor,2.026167276931131
Low productivity,World,2065,Effective labor,2.113169279461327
Low productivity,World,2070,Effective labor,2.1921329090814696
Low productivity,World,2075,Effective labor,2.2652491928180227
Low productivity,World,2080,Effective labor,2.3286501050600927
Low productivity,World,2085,Effective labor,2.385025275792627
Low productivity,World,2090,Effective labor,2.4320969837443864
Low productivity,World,2095,Effective labor,2.4728788170924907
Low productivity,World,2100,Effective labor,2.5064557930423152
High productivity,World,2015,Effective labor,1
High productivity,World,2020,Effective labor,1.1351604264023976
High productivity,World,2025,Effective labor,1.2842736161403505
High productivity,World,2030,Effective labor,1.43022029816294
High productivity,World,2035,Effective labor,1.5653228127857512
High productivity,World,2040,Effective labor,1.7001915751011643
High productivity,World,2045,Effective labor,1.83364694731418
High productivity,World,2050,Effective labor,1.962684168506269
High productivity,World,2055,Effective labor,2.0746601991492284
High productivity,World,2060,Effective labor,2.1772682760107034
High productivity,World,2065,Effective labor,2.2741863167228904
High productivity,World,2070,Effective labor,2.3606224769145556
High productivity,World,2075,Effective labor,2.4375620173702313
High productivity,World,2080,Effective labor,2.5024492004697896
High productivity,World,2085,Effective labor,2.5572476539818916
High productivity,World,2090,Effective labor,2.6014356262697125
High productivity,World,2095,Effective labor,2.6371492681097792
High productivity,World,2100,Effective labor,2.6657104852543263
High Elas.,World,2015,Effective labor,1
High Elas.,World,2020,Effective labor,1.125484238631376
High Elas.,World,2025,Effective labor,1.2672429569820731
High Elas.,World,2030,Effective labor,1.4049588513527684
High Elas.,World,2035,Effective labor,1.5336151328031886
High Elas.,World,2040,Effective labor,1.6626375090249716
High Elas.,World,2045,Effective labor,1.7908072887556317
High Elas.,World,2050,Effective labor,1.9154714539815159
High Elas.,World,2055,Effective labor,2.0244933363223985
High Elas.,World,2060,Effective labor,2.1251676835910778
High Elas.,World,2065,Effective labor,2.220609869447639
High Elas.,World,2070,Effective labor,2.3065318422415477
High Elas.,World,2075,Effective labor,2.3838841022171398
High Elas.,World,2080,Effective labor,2.4500000920534855
High Elas.,World,2085,Effective labor,2.506414207088204
High Elas.,World,2090,Effective labor,2.5525090489723814
High Elas.,World,2095,Effective labor,2.5903344553692973
High Elas.,World,2100,Effective labor,2.621025101615752
Low Elas.,World,2015,Effective labor,1
Low Elas.,World,2020,Effective labor,1.1302123844036298
Low Elas.,World,2025,Effective labor,1.2735595930620205
Low Elas.,World,2030,Effective labor,1.4118640542918506
Low Elas.,World,2035,Effective labor,1.5383525330810595
Low Elas.,World,2040,Effective labor,1.661253909347251
Low Elas.,World,2045,Effective labor,1.7808272087944124
Low Elas.,World,2050,Effective labor,1.892541402183351
Low Elas.,World,2055,Effective labor,1.993072176862874
Low Elas.,World,2060,Effective labor,2.084362660804041
Low Elas.,World,2065,Effective labor,2.1736064809339815
Low Elas.,World,2070,Effective labor,2.254577247409595
Low Elas.,World,2075,Effective labor,2.3305479519341707
Low Elas.,World,2080,Effective labor,2.3957460601970886
Low Elas.,World,2085,Effective labor,2.454747822310308
Low Elas.,World,2090,Effective labor,2.5027243462134487
Low Elas.,World,2095,Effective labor,2.545094800858612
Low Elas.,World,2100,Effective labor,2.5793763601234
Evolving,World,2015,Effective labor,1
Evolving,World,2020,Effective labor,1.1269836639038726
Evolving,World,2025,Effective labor,1.2691117665196976
Evolving,World,2030,Effective labor,1.406976209570995
Evolving,World,2035,Effective labor,1.5349385505691393
Evolving,World,2040,Effective labor,1.6621181777228982
Evolving,World,2045,Effective labor,1.7875606704124725
Evolving,World,2050,Effective labor,1.9082494060526156
Evolving,World,2055,Effective labor,2.014836902702413
Evolving,World,2060,Effective labor,2.1130567345254874
Evolving,World,2065,Effective labor,2.207075808256354
Evolving,World,2070,Effective labor,2.2918857546557474
Evolving,World,2075,Effective labor,2.3691315338638947
Evolving,World,2080,Effective labor,2.4352745521239982
Evolving,World,2085,Effective labor,2.492457062431683
Evolving,World,2090,Effective labor,2.539082172709361
Evolving,World,2095,Effective labor,2.577830279830265
Evolving,World,2100,Effective labor,2.608985601583003
Low transition,World,2015,Effective labor,1
Low transition,World,2020,Effective labor,1.1269836639038726
Low transition,World,2025,Effective labor,1.272537286702437
Low transition,World,2030,Effective labor,1.415138878941101
Low transition,World,2035,Effective labor,1.5485799919640861
Low transition,World,2040,Effective labor,1.682487496986885
Low transition,World,2045,Effective labor,1.8162318803651956
Low transition,World,2050,Effective labor,1.9469218713586016
Low transition,World,2055,Effective labor,2.0626989767536243
Low transition,World,2060,Effective labor,2.1702320632582577
Low transition,World,2065,Effective labor,2.272790114603731
Low transition,World,2070,Effective labor,2.3653929736046173
Low transition,World,2075,Effective labor,2.449183380569427
Low transition,World,2080,Effective labor,2.5210491600233533
Low transition,World,2085,Effective labor,2.5824009638531713
Low transition,World,2090,Effective labor,2.6330254870893737
Low transition,World,2095,Effective labor,2.6751002176088825
Low transition,World,2100,Effective labor,2.7096081528245977
High transition,World,2015,Effective labor,1
High transition,World,2020,Effective labor,1.1269836639038726
High transition,World,2025,Effective labor,1.2657147246444305
High transition,World,2030,Effective labor,1.3989682807852224
High transition,World,2035,Effective labor,1.521610319538096
High transition,World,2040,Effective labor,1.6423321009605387
High transition,World,2045,Effective labor,1.7598197289171107
High transition,World,2050,Effective labor,1.8711992801861834
High transition,World,2055,Effective labor,1.9691676828953242
High transition,World,2060,Effective labor,2.0585881304401936
High transition,World,2065,Effective labor,2.144075364757078
High transition,World,2070,Effective labor,2.220652060697362
High transition,World,2075,Effective labor,2.2905159341169674
High transition,World,2080,Effective labor,2.349912639999906
High transition,World,2085,Effective labor,2.4012367736238724
High transition,World,2090,Effective labor,2.442676281997761
High transition,World,2095,Effective labor,2.4771350673758175
High transition,World,2100,Effective labor,2.5036998253064064
Static,World,2015,Effective labor,1
Static,World,2020,Effective labor,1.1042269866278054
Static,World,2025,Effective labor,1.223955929434281
Static,World,2030,Effective labor,1.3351898561479527
Static,World,2035,Effective labor,1.440727718747637
Static,World,2040,Effective labor,1.5472518955196575
Static,World,2045,Effective labor,1.6536385511175762
Static,World,2050,Effective labor,1.7570291400666513
